V_TRI_FORM_R_EZ.TRI_FACILITY_ID,V_TRI_FORM_R_EZ.FACILITY_NAME,V_TRI_FORM_R_EZ.CITY_NAME,V_TRI_FORM_R_EZ.STATE_ABBR,V_TRI_FORM_R_EZ.ZIP_CODE,V_TRI_FORM_R_EZ.REGION,V_TRI_FORM_R_EZ.ASGN_PUBLIC_CONTACT_EMAIL,V_TRI_FORM_R_EZ.DOC_CTRL_NUM,V_TRI_FORM_R_EZ.CAS_REGISTRY_NUMBER,V_TRI_FORM_R_EZ.REPORTING_YEAR,V_TRI_FORM_R_EZ.MAX_AMOUNT_OF_CHEM,Code Expansion for Maximum Amount Of Chemical,V_TRI_FORM_R_EZ.CAS_CHEM_NAME,V_TRI_FORM_R_EZ.CARC_IND,V_TRI_FORM_R_EZ.PFAS_IND,V_TRI_FORM_R_EZ.METAL_IND,V_TRI_FORM_R_EZ.PRODUCE,V_TRI_FORM_R_EZ.IMPORTED,V_TRI_FORM_R_EZ.SALE_DISTRIBUTION,V_TRI_FORM_R_EZ.BYPRODUCT,V_TRI_FORM_R_EZ.PROCESS_IMPURITY,V_TRI_FORM_R_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_EZ.WATER_TOTAL_RELEASE,V_TRI_FORM_R_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_IND,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_ACT_1,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_1,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_ACT_2,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_2,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_ACT_3,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_3,V_TRI_FORM_R_EZ.INDUSTRY_CODE,V_TRI_FORM_R_EZ.INDUSTRY_DESCRIPTION
"53585XCTNC2LDFA","EXACTO LLC","SHARON","WI","53585","5","FSEXTON@EXACTOINC.COM","1314212893010","7664-41-7","2014","04","10000  to  99999","Ammonia","0","N","N","0","0","0","0","0","10","0","0","","W25","R5","W14","R5","W74","R5","325","Chemicals"
"28704DYNTR95GLE","DAY INTERNATIONAL INC","ARDEN","NC","28704","4","JOE.DOORNBOS@FLINTGRP.COM","1320218857377","108-88-3","2020","05","100000  to  999999","Toluene","0","N","N","0","0","0","0","0","184750","0","0","","W13","R5","","","","","326","Plastics and Rubber"
"30474TLNTCATLAN","ATLANTIC POLE - GEORGIA LLC","VIDALIA","GA","30474","4","SINGLETONBC@KOPPERS.COM","1321220303705","N590","2021","01","0  to  99","Polycyclic aromatic compounds","1","N","N","1","0","0","1","0",".3","0","0","","S03","R1","","","","","321","Wood Products"
"14304THGDY5408B","GOODYEAR TIRE & RUBBER CO","NIAGARA FALLS","NY","14304","2","DEREK_SHERMAN@GOODYEAR.COM","1315214240400","108-95-2","2015","05","100000  to  999999","Phenol","0","N","N","0","0","0","0","0","1062","0","0","","W52","R6","W39","R6","W56","R6","325","Chemicals"
"46383PFZRP4901E","SUN COSMETICS LLC","VALPARAISO","IN","46383","5","TUCKER.PLETCHER@SUNCHEMICAL.COM","1320218922538","7664-41-7","2020","05","100000  to  999999","Ammonia","0","N","N","0","0","0","0","0","1569.488","0","56049","","W19","R6","","","","","325","Chemicals"
"43570TRNTY6AKST","BENVIC TRINITY LLC","WEST UNITY","OH","43570","5","TAWALKOWSKI@GMAIL.COM","1324223196231","N982","2024","04","10000  to  99999","Zinc compounds","0","N","Y","0","0","0","0","0","10","0","0","","S33","R5","","","","","325","Chemicals"
"7757WGSNNV185EH","GAS INNOVATIONS","LA PORTE","TX","77571","6","DMITCHELL@GASINNOVATIONS.COM","1322220955518","74-85-1","2022","05","100000  to  999999","Ethylene","0","N","N","0","0","0","0","0","650","0","0","","S13","R6","","","","","4247","Petroleum Bulk Terminals"
"37801RBBRM1427W","SANFORD BRANDS","MARYVILLE","TN","37801","4","STEPHANE.WILLIAMS@NEWELLCO.COM","1317216045625","71-36-3","2017","06","1000000  to  9999999","n-Butyl alcohol","0","N","N","0","0","0","0","0","0","0","0","","W14","R5","","","","","339","Miscellaneous Manufacturing"
"98020PGTSN92208","PUGET SOUND COATINGS","SEATTLE","WA","98108","10","BRIAN@PUGETSOUNDCOATINGS.COM","1315213794783","1330-20-7","2015","03","1000  to  9999","Xylene (mixed isomers)","0","N","N","0","0","0","0","0","7885","0","0","","W42","R2","","","","","332","Fabricated Metals"
"35035CHBPRRT1BO","STELLA-JONES CORP","BRIERFIELD","AL","35035","4","JBURNETT@STELLA-JONES.COM","1323222149092","N150","2023","18","10000  to  99999","Dioxin and dioxin-like compounds","1","N","N","1","0","0","1","1",".0525",".5817","0","","S03","R2","","","","","321","Wood Products"
"62243SMNSM410WE","SIEMENS MFG CO INC","FREEBURG","IL","62243","5","PHIL@SIEMENSMFG.COM","1324222553240","7439-92-1","2024","02","100  to  999","Lead","1","N","Y","0","0","0","0","0","0","0","0","","S03","R6","","","","","335","Electrical Equipment"
"37416HRPRW7463B","YANFENG","CHATTANOOGA","TN","37416","4","RODNEY.BLACKWELL@YANFENG.COM","1323221616093","N120","2023","03","1000  to  9999","Diisocyanates","0","N","N","0","0","0","0","0","10","0","0","","S21","R5","","","","","332","Fabricated Metals"
"44114PRSTL5109H","NOVAGARD SOLUTIONS INC.","CLEVELAND","OH","44114","5","PMOORE@NOVAGARD.COM","1324223181482","N125","2024","04","10000  to  99999","Diisononyl Phthalates (DINP)","0","N","N","0","0","0","0","0","0","0","0","","S11","R6","","","","","325","Chemicals"
"5510WPRFND51STA","PIER FOUNDRY & PATTERN SHOP INC","SAINT PAUL","MN","55107","5","JUSTINF@PIERFOUNDRY.COM","1316215080894","7440-50-8","2016","03","1000  to  9999","Copper","0","N","Y","0","0","0","0","0",".006",".77","0","","W19","R4","","","","","331","Primary Metals"
"9530WBRBSC22EGR","BARBOSA CABINETS","TRACY","CA","95304","9","JENNIFER.BLAKE@BARCAB.COM","1319218069488","98-82-8","2019","01","0  to  99","Cumene","1","N","N","0","0","0","0","0","10","0","0","","W19","R5","","","","","337","Furniture"
"53092RCKWL6400W","ROCKWELL AUTOMATION INC","MEQUON","WI","53092","5","TMPFAFF@RA.ROCKWELL.COM","1317216538153","7439-92-1","2017","02","100  to  999","Lead","1","N","Y","0","0","0","0","0","3.2","0","0","","W42","R6","","","","","335","Electrical Equipment"
"01069PLMRF22MTD","PALMER FOUNDRY INC","PALMER","MA","01069","1","DTOUPIN@PALMERFOUNDRY.COM","1314212713061","N120","2014","03","1000  to  9999","Diisocyanates","0","N","N","0","0","0","0","0","1.92","0","0","","W15","R6","W13","R6","","","331","Primary Metals"
"18201NRGBRVALMO","JOHNS MANVILLE","HAZLETON","PA","18202","3","MARK.FIDISHUN@JM.COM","1320219054362","N120","2020","06","1000000  to  9999999","Diisocyanates","0","N","N","0","0","0","0","0","175","0","0","","W49","R6","","","","","326","Plastics and Rubber"
"30184TYTRN366HW","TOYO TIRE NA MANUFACTURING INC","WHITE","GA","30184","4","WAITHERAA@TOYOTIRES.COM","1314216076190","N982","2014","05","100000  to  999999","Zinc compounds","0","N","Y","0","0","0","0","0","5","0","0","","W13","R5","W32","R5","","","326","Plastics and Rubber"
"54476CRYST2608R","CRYSTAL FINISHING SYSTEMS INC","SCHOFIELD","WI","54476","5","LEE.BERGMANN@CRYSTALFINISHING.COM","1314212500401","95-63-6","2014","04","10000  to  99999","1,2,4-Trimethylbenzene","0","N","N","0","0","0","0","0","695.55","0","0","","W19","R4","","","","","332","Fabricated Metals"
"12801FNCHP1GLEN","FINCH PAPER LLC","GLENS FALLS","NY","12801","2","SLEBARRON@FINCHPAPER.COM","1322220885115","N511","2022","03","1000  to  9999","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","0","N","N","1","0","0","1","0","0","512998","0","","S21","R2","","","","","322","Paper"
"03062TRDYN4PITT","AMPHENOL APC INC","NASHUA","NH","03062","1","KWHITCOMB@AMPHENOL-APCBT.COM","1323221611357","7697-37-2","2023","03","1000  to  9999","Nitric acid","0","N","N","0","0","0","0","0","7.31","0","0","","S21","R5","","","","","334","Computers and Electronic Products"
"23168GRYST7992R","GREYSTONE OF VIRGINIA INC","TOANO","VA","23168","3","JANUPIET@GREYST.COM","1314212908952","N090","2014","04","10000  to  99999","Chromium compounds (except for chromite ore mined in the Transvaal Region)","0","N","Y","0","0","0","0","0","1.32","0","0","","W64","R6","W68","","","","332","Fabricated Metals"
"30643MNRTQ200MC","MONROE AUTO EQUIPMENT CO.","HARTWELL","GA","30643","4","Jim.Clingman@driv.com","1314212501163","N090","2014","04","10000  to  99999","Chromium compounds (except for chromite ore mined in the Transvaal Region)","0","N","Y","0","0","0","0","0","5","0","0","","W59","R4","W29","R5","W33","R6","336","Transportation Equipment"
"26037WHLNGPENNM","WHEELING-NIPPON STEEL","FOLLANSBEE","WV","26037","3","LONNYR@WHEELING-NIPPONSTEEL.COM","1315213550318","7664-41-7","2015","03","1000  to  9999","Ammonia","0","N","N","0","0","0","0","0","5","0","0","","W42","R2","","","","","332","Fabricated Metals"
"72206WLSPN931FR","WELSPUN TUBULAR LLC","LITTLE ROCK","AR","72206","6","SNEHAL_PATEL@WELSPUN.COM","1320219404086","1344-28-1","2020","03","1000  to  9999","Aluminum oxide (fibrous forms)","0","N","N","0","0","0","0","0","220.5","0","0","","W19","R3","","","","","331","Primary Metals"
"34956MRTNPSR710","FPL-MARTIN PLANT","INDIANTOWN","FL","34956","4","CHRISTIAN.KIERNAN@FPL.COM","1315214198576","7664-41-7","2015","04","10000  to  99999","Ammonia","0","N","N","1","0","0","1","0","26757","24","68","","W53","R3","","","","","2211","Electric Utilities"
"30721PLYST26BRK","CARGILL INC","DALTON","GA","30721","4","korey.sternard@adityabirla.com","1320219031186","71-36-3","2020","05","100000  to  999999","n-Butyl alcohol","0","N","N","0","1","0","0","0","10","0","0","","W58","R2","","","","","325","Chemicals"
"60007PNRYC1801E","PENRAY COS INC","ELK GROVE VILLAGE","IL","60007","5","MATT.CARTER@PLZCORP.COM","1317215816707","108-88-3","2017","04","10000  to  99999","Toluene","0","N","N","0","0","0","0","0","72.417683","0","0","","W13","R6","","","","","325","Chemicals"
"32254NRGBR5510W","JOHNS MANVILLE JACKSONVILLE","JACKSONVILLE","FL","32254","4","CEDRICK.DOWNER@JM.COM","1317215880612","N120","2017","05","100000  to  999999","Diisocyanates","0","N","N","0","0","0","0","0","12.31","0","0","","W50","R6","","","","","326","Plastics and Rubber"
"70776CBGGYRIVER","SYNGENTA CROP PROTECTION LLC SAINT GABRIEL FACILITY","SAINT GABRIEL","LA","70776","6","DONNA.DENNIS@SYNGENTA.COM","1321220188054","56-23-5","2021","05","100000  to  999999","Carbon tetrachloride","1","N","N","1","0","0","1","0","1012.22","10","0","","S23","R6","","","","","325","Chemicals"
"44202MCRMR1395D","SACO AEI POLYMERS INC.","AURORA","OH","44202","5","BKIEHL@SACOAEI.COM","1324222550360","N982","2024","04","10000  to  99999","Zinc compounds","0","N","Y","0","0","0","0","0","500","0","0","","S42","R6","","","","","325","Chemicals"
"02763MTFBN332JO","METFAB ENGINEERING INC.","ATTLEBORO FALLS","MA","02763","1","ACCOUNTING@METFABENG.COM","1321219631645","7440-47-3","2021","03","1000  to  9999","Chromium","0","N","Y","0","0","0","0","0","0","0","0","","S24","R6","","","","","332","Fabricated Metals"
"0887WRCHML18USH","ROCHE MOLECULAR SYSTEMS INC","BRANCHBURG","NJ","08876","2","ERIN.OBRIEN.EO1@ROCHE.COM","1322221249117","75-09-2","2022","03","1000  to  9999","Dichloromethane","1","N","N","0","0","0","0","0","142","0","0","","S06","R6","","","","","325","Chemicals"
"55901STFFR24027","KERRY INGREDIENTS & FLAVOURS INC.","ROCHESTER","MN","55901","5","MICHELLE.KAHN@KERRY.COM","1314212925224","7697-37-2","2014","04","10000  to  99999","Nitric acid","0","N","N","0","0","0","0","0","0","0","0","","W68","R6","","","","","311","Food"
"5701WMGLNR515NI","OMEGA LINER CO INC.","CANTON","SD","57013","8","MARK@OMEGAUVPIPE.COM","1322221065675","100-42-5","2022","05","100000  to  999999","Styrene","1","N","N","0","0","0","0","0","1005","0","0","","S21","R6","","","","","326","Plastics and Rubber"
"55413LCTRC800CE","ELECTRIC MACHINERY CO LLC","MINNEAPOLIS","MN","55413","5","JNELSON@WEG.NET","1314212959821","7440-50-8","2014","04","10000  to  99999","Copper","0","N","Y","0","0","0","0","0","125","0","0","","W19","R5","","","","","335","Electrical Equipment"
"26201CRHRTROUTE","CORHART REFRACTORIES","BUCKHANNON","WV","26201","3","JONATHAN.RICE@SAINT-GOBAIN.COM","1319218556619","N090","2019","05","100000  to  999999","Chromium compounds (except for chromite ore mined in the Transvaal Region)","0","N","Y","0","0","0","0","0","5",".159","0","","W14","R6","","","","","327","Nonmetallic Mineral Product"
"30503CTTRL2125C","COTTRELL INC.","GAINESVILLE","GA","30507","4","SBLAIR@COTTRELLTRAILERS.COM","1316215087913","7439-92-1","2016","02","100  to  999","Lead","1","N","Y","0","0","0","0","0","0","0","0","","W19","R6","","","","","336","Transportation Equipment"
"77507DPNTD9701B","DUPONT BAYPORT PLANT","PASADENA","TX","77507","6","CHRISTOPHER.EDWARDS@DUPONT.COM","1317217774823","68-12-2","2017","04","10000  to  99999","N,N-Dimethylformamide","1","N","N","1","0","0","0","0","52.96","0","0","","W58","R5","","","","","326","Plastics and Rubber"
"4320WMLLSM1977M","MILLS METAL FINISHING","COLUMBUS","OH","43205","5","BRIAN.MILLS@MILLSMETAL.COM","1322222299772","7440-50-8","2022","03","1000  to  9999","Copper","0","N","Y","0","0","0","0","0","0","0","0","","S24","R6","","","","","332","Fabricated Metals"
"33597RBBNSSR50S","ROBBINS MFG CO","WEBSTER","FL","33597","4","JROBBINS@ROBBINSMANUFACTURING.COM","1321220222347","N090","2021","04","10000  to  99999","Chromium compounds (except for chromite ore mined in the Transvaal Region)","0","N","Y","0","0","0","0","0","5","0","0","","S35","R5","","","","","321","Wood Products"
"46176RYBDC800MA","RYOBI DIE CASTING (USA) INC.","SHELBYVILLE","IN","46176","5","RYAN.WILLHELM@RYOBI.COM","1317216245201","7439-96-5","2017","04","10000  to  99999","Manganese","0","N","Y","0","0","0","0","0","10","0","0","","W32","R5","","","","","331","Primary Metals"
"76063MRCHM1300F","AMERICHEM INC MTX","MANSFIELD","TX","76063","6","KROYLE@AMERICHEM.COM","1316215676115","N090","2016","05","100000  to  999999","Chromium compounds (except for chromite ore mined in the Transvaal Region)","0","N","Y","0","0","0","0","0","50","0","0","","W71","R6","W13","R6","","","325","Chemicals"
"17066WNSCRUSROU","NOV FIBER GLASS SYSTEMS - CONTAINMENT SOLUTIONS","MOUNT UNION","PA","17066","3","BOB.SHAW@NOV.COM","1322220927368","131-11-3","2022","03","1000  to  9999","Dimethyl phthalate","0","N","N","0","0","0","0","0","0","0","0","","S41","R6","","","","","326","Plastics and Rubber"
"02864TFFNY300MA","TIFFANY & CO","CUMBERLAND","RI","02864","1","STEVEN.SAULEN@TIFFANY.COM","1315214460368","7440-22-4","2015","03","1000  to  9999","Silver","0","N","Y","0","0","0","0","0","5","0","0","","W58","R6","","","","","339","Miscellaneous Manufacturing"
"2826WVRTVP3999G","VERITIV OPERATING CO - NC310 CHARLOTTE","CHARLOTTE","NC","28269","4","LAURA.FORRESTER@VERITIVCORP.COM","1324222407064","N120","2024","04","10000  to  99999","Diisocyanates","0","N","N","0","0","0","0","0","54","0","0","","S35","R5","","","","","999","Other"
"38113WMBRR2105C","WM BARR & CO INC","MEMPHIS","TN","38109","4","CLINT.BYRD@GMAIL.COM","1314212653063","67-56-1","2014","06","1000000  to  9999999","Methanol","0","N","N","0","0","0","0","0","11044","0","0","","W14","R6","","","","","325","Chemicals"
"3740WNRGYS2CMPR","APPLIED THERMAL COATINGS INC.","CHATTANOOGA","TN","37405","4","JERRY@ATC-TN.COM","1315214125650","N090","2015","05","100000  to  999999","Chromium compounds (except for chromite ore mined in the Transvaal Region)","0","N","Y","0","0","0","0","0","5","0","0","","W13","R6","W50","","","","332","Fabricated Metals"
"1906WNFNTY2PRGR","INFINITY LTL","MORRISVILLE","PA","19067","3","RWBURKHART@AMERICHEM.COM","1320219274899","79-94-7","2020","04","10000  to  99999","Tetrabromobisphenol A","0","N","N","0","0","0","0","0","12","0","0","","W42","R6","","","","","325","Chemicals"
"3302WVVDRG325CM","AVEVA DRUG DELIVERY SYSTEMS","MIRAMAR","FL","33025","4","JMARTINEZ@DIFGEN.COM","1314211917570","108-88-3","2014","04","10000  to  99999","Toluene","0","N","N","0","0","0","0","0","2710","0","0","","W41","R3","","","","","325","Chemicals"
"1460WXLSGS8LEER","L3HARRIS TECHNOLOGIES SPACE & AIRBORNE SYSTEMS","ROCHESTER","NY","14606","2","JIM.BURKE@L3HARRIS.COM","1314213076654","7439-92-1","2014","02","100  to  999","Lead","1","N","Y","0","0","0","0","0","1.6","0","0","","W50","R6","W42","R6","","","333","Machinery"
"30043NTXCR1055P","ANITOX CORP","LAWRENCEVILLE","GA","30043","4","CBARNES@ANITOX.COM","1324222407102","50-00-0","2024","05","100000  to  999999","Formaldehyde","1","N","N","0","0","0","0","0","54","0","0","","S06","R4","","","","","325","Chemicals"
"91761NMLDB1750M","DANCO ANODIZING (DBA DANCO METAL SURFACING)","ONTARIO","CA","91761","9","MAX.C@DANCO.NET","1315213926823","N511","2015","04","10000  to  99999","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","0","N","N","1","0","0","1","0","0","0","0","","W78","R6","W71","R6","","","332","Fabricated Metals"
"56093FJHNS299JO","CINCH CONNECTIVITY SOLUTIONS","WASECA","MN","56093","5","JESSE.SHERMAN@US.CINCH.COM","1315213738800","7440-50-8","2015","03","1000  to  9999","Copper","0","N","Y","0","0","0","0","0","0","0","0","","W81","R6","","","","","334","Computers and Electronic Products"
"40508HNTRM201WL","HUNTER MANUFACTURING LLP","LEXINGTON","KY","40508","4","PERRY.BRUNER@HUNTERMFG.COM","1314212461521","7439-92-1","2014","01","0  to  99","Lead","1","N","Y","0","0","0","0","0","0","0","0","","W19","R1","","","","","323","Printing"
"52406CRGLL17101","CARGILL INC CORN MILLING","CEDAR RAPIDS","IA","52401","7","TOM_LOVING@CARGILL.COM","1316215184060","N420","2016","01","0  to  99","Lead compounds","0","N","Y","1","0","0","1","1","3.87","0","0","","W52","R2","","","","","311","Food"
"94553SHLLM10MOC","SHELL CHEMICAL LP - MARTINEZ CATALYST PLANT","MARTINEZ","CA","94553","9","DANIEL.MATHESON@SHELL.COM","1320219026440","108-88-3","2020","05","100000  to  999999","Toluene","0","N","N","0","0","0","0","0","3574.8","0","0","","W13","R6","W19","R6","","","325","Chemicals"
"16749QKRSTINTER","INTERNATIONAL WAXES INC","SMETHPORT","PA","16749","3","DGOLDSMITH@IGIWAX.COM","1316215364629","N590","2016","03","1000  to  9999","Polycyclic aromatic compounds","1","N","N","1","0","0","1","0",".06","0","0","","W19","R6","","","","","324","Petroleum"
"08817CLNLW85NAT","COLONIAL WIRE & CABLE OF NEW JERSEY","EDISON","NJ","08817","2","COPPER32@VERIZON.NET","1317216484129","N010","2017","04","10000  to  99999","Antimony compounds","0","N","Y","0","0","0","0","0","6","0","0","","W13","R6","","","","","335","Electrical Equipment"
"0887WRCHML18USH","ROCHE MOLECULAR SYSTEMS INC","BRANCHBURG","NJ","08876","2","ERIN.OBRIEN.EO1@ROCHE.COM","1315213935277","75-05-8","2015","04","10000  to  99999","Acetonitrile","0","N","N","0","0","0","0","0","212","0","0","","W29","R6","","","","","325","Chemicals"
"01950NNSPC3MALC","UNION SPECIALTIES INC","NEWBURYPORT","MA","01950","1","JOEMARSHALL@UNIONSPECIALTIESINC.COM","1321219704552","N120","2021","05","100000  to  999999","Diisocyanates","0","N","N","0","0","0","0","0","5","0","0","","S06","R6","","","","","325","Chemicals"
"97113SHLDN300N2","SHELDON MANUFACTURING INC.","CORNELIUS","OR","97113","10","PAULJ@SHELDONMFG.COM","1324222468605","7440-47-3","2024","03","1000  to  9999","Chromium","0","N","Y","0","0","0","0","0","0","0","0","","S21","R6","","","","","332","Fabricated Metals"
"44202MCRMR1395D","SACO AEI POLYMERS INC.","AURORA","OH","44202","5","BKIEHL@SACOAEI.COM","1321219758315","N010","2021","04","10000  to  99999","Antimony compounds","0","N","Y","0","0","0","0","0","255","0","0","","S21","R6","","","","","325","Chemicals"
"7840WBCKYT151SU","BUCKEYE TEXAS PROCESSING LLC-CORPUS CHRISTI","CORPUS CHRISTI","TX","78409","6","RSTRATHEARN@BUCKEYE.COM","1315213896121","110-54-3","2015","07","10000000  to  49999999","n-Hexane","0","N","N","1","0","0","1","1","1006","0","0","","W13","R6","","","","","324","Petroleum"
"50595VNDSTOLDHW","VAN DIEST SUPPLY CO","WEBSTER CITY","IA","50595","7","LEE.TRASK@VDSC.COM","1320218865739","107-21-1","2020","06","1000000  to  9999999","Ethylene glycol","0","N","N","0","0","0","0","0","1289.57","0","0","","W19","R6","","","","","325","Chemicals"
"44460WRRNM800PE","VENTRA SALEM LLC.","SALEM","OH","44460","5","MWOLFORD@FLEXNGATE.COM","1321220323986","1330-20-7","2021","03","1000  to  9999","Xylene (mixed isomers)","0","N","N","0","0","0","0","0","1193","0","0","","S02","R4","","","","","326","Plastics and Rubber"
"03766LMNSC4LUCE","LUMINESCENT SYSTEMS INC","LEBANON","NH","03766","1","JOE.LAYCOX@ASTRONICS.COM","1316215039280","115-07-1","2016","04","10000  to  99999","Propylene","0","N","N","0","0","0","0","0","10","0","0","","W19","R6","W52","R6","","","335","Electrical Equipment"
"60632GLDGL4400S","GOLD EAGLE CO","CHICAGO","IL","60632","5","AJAGIELSKI@GOLDEAGLE.COM","1315213890270","67-56-1","2015","06","1000000  to  9999999","Methanol","0","N","N","0","0","0","0","0","1500","0","0","","W14","R6","","","","","324","Petroleum"
"53051ZNTHSW156N","GKN SINTER METALS","MENOMONEE FALLS","WI","53051","5","MATTHEW.MARTIN@GKNPM.COM","1317216464394","7440-02-0","2017","04","10000  to  99999","Nickel","1","N","Y","0","0","0","0","0",".02","0","0","","W19","R5","","","","","332","Fabricated Metals"
"39440MSNTCSOUTH","MASONITE CORP","LAUREL","MS","39440","4","NKOFMAN@MASONITE.COM","1321219892039","100-42-5","2021","05","100000  to  999999","Styrene","1","N","N","0","0","0","0","0","62492","0","0","","S22","R6","","","","","321","Wood Products"
"00936SNJNCKM267","ARGOS PUERTO RICO CORP.","DORADO","PR","00646","2","JOSE.ARAUJO@ARGOS.CO","1318217457845","N420","2018","02","100  to  999","Lead compounds","0","N","Y","0","0","0","0","1","38.94","0","0","","W13","R5","","","","","999","Other"
"62801NVRSLOLDRT","GRAPHIC PACKAGING INTERNATIONAL LLC","CENTRALIA","IL","62801","5","JOHN.DELOACH@GRAPHICPKG.COM","1315214121699","N230","2015","03","1000  to  9999","Certain glycol ethers","0","N","N","0","0","0","0","0","8578","0","0","","W42","R5","","","","","322","Paper"
"49221GNRLM1450E","INTEVA PRODUCTS-ADRIAN OPERATIONS","ADRIAN","MI","49221","5","SCROSSLAN@INTEVAPRODUCTS.COM","1314212953968","872-50-4","2014","03","1000  to  9999","N-Methyl-2-pyrrolidone","0","N","N","0","0","0","0","0","11455","0","0","","W39","R6","","","","","336","Transportation Equipment"
"35007VNTPL700IN","AVANTI POLAR LIPIDS INC","ALABASTER","AL","35007","4","ETHAN.CAGLE@AVANTILIPIDS.COM","1318217053937","67-66-3","2018","04","10000  to  99999","Chloroform","1","N","N","0","0","0","0","0","2901","0","0","","W56","R5","","","","","325","Chemicals"
"4382WRDGCR5777R","RIDGE CORP","FRAZEYSBURG","OH","43822","5","MIKE.SENSABAUGH@RIDGECORP.COM","1322221375761","77-73-6","2022","04","10000  to  99999","Dicyclopentadiene","0","N","N","0","0","0","0","0","1500","0","0","","S32","R6","","","","","326","Plastics and Rubber"
